,ID,Text,Logits,Predicted Labels,Gold Labels
622,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_24,O d ů v o d n ě n í :,[-13.5625 -14.4375 -18.     -13.625  -15.25   -16.     -26.25   -19.125 ],00000000,00000000
623,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_25,"Rozsudkem Okresního soudu v Českých Budějovicích ze dne 19. 11. 2007, sp. zn. 3 T 64/2007, byl obviněný D. Ch. uznán vinným trestnými činy krádeže podle § 247 odst. 1 písm. b), e), odst. 2 tr. zák. dílem dokonaným, dílem ve stadiu pokusu podle § 8 odst. 1 tr. zák., poškozování cizí věci podle § 257 odst. 1 tr. zák. [pod body 1) - 13), 16) - 28)], neoprávněného držení platební karty podle § 249b tr. zák. [pod body 2), 3), 18), 20), 23), 26)], neoprávněného užívání cizí věci podle § 249 odst. 1 tr. zák. [pod bodem 28)], trestnými činy krádeže podle § 247 odst. 1 písm. b), e), odst. 2 tr. zák. dílem dokonaným, dílem ve stadiu pokusu podle § 8 odst. 1 tr. zák. a poškozování cizí věci podle § 257 odst. 1 tr. zák. [pod body 29) - 31)], trestnými činy krádeže podle § 247 odst. 1 písm. b), e), odst. 3 tr. zák. dílem dokonaným, dílem ve stadiu pokusu podle § 8 odst. 1 tr. zák. a poškozování cizí věci podle § 257 odst. 1 tr. zák. [pod body 32) - 42)], trestnými činy neoprávněného držení platební karty podle § 249b tr. zák. pod body 38), 41), 42), poškozování cizích práv podle § 209 odst. 1 písm. a) tr. zák. pod bodem 43) a loupeže podle § 234 odst. 1 tr. zák. jako zvlášť nebezpečný recidivista podle § 41 odst. 1 tr. zák. pod bodem 44).",[-13.6875 -13.5    -17.875  -13.875  -15.6875 -16.5    -27.125  -19.75  ],00000000,00000000
624,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_26,"Za skutky pod body 1) – 31) a 44) tohoto rozsudku a za sbíhající se trestný čin řízení motorového vozidla bez řidičského oprávnění podle § 180d tr. zák., kterým byl pravomocně odsouzen trestním příkazem Okresního soudu v Českých Budějovicích ze dne 27. 7. 2006, sp. zn. 3 T 118/2006, který mu byl doručen dne 29. 9. 2006 a který nabyl právní moci dne 10. 10. 2006, byl odsouzen podle § 234 odst. 1 tr. zák., § 42 odst. 1 tr. zák., § 35 odst. 2 tr. zák. a § 37a tr. zák. k souhrnnému a společnému trestu odnětí svobody na sedm let a deset měsíců, pro jehož výkon byl podle § 39a odst. 3 tr. zák. zařazen do věznice s ostrahou; dále mu byl podle § 49 odst. 1 a § 50 odst. 1 tr. zák. uložen trest zákazu činnosti spočívající v zákazu řízení motorových vozidel všeho druhu na dvě léta (bod I.).",[-13.     -14.375  -16.5    -14.8125 -17.125  -16.25   -27.5    -20.125 ],00000000,00000000
625,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_27,"Za skutky pod body 32) – 43) byl odsouzen podle § 247 odst. 2 tr. zák., § 35 odst. 1 tr. zák., § 37a tr. zák. k úhrnnému a společnému trestu odnětí svobody na třicet měsíců, pro jehož výkon byl podle § 39a odst. 2 písm. c) tr. zák. zařazen do věznice s ostrahou (bod II.).",[-13.5   -13.25  -16.875 -14.375 -16.5   -16.5   -27.5   -20.25 ],00000000,00000000
626,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_28,"V dalším bylo rozhodnuto o povinnosti obviněného D. Ch. k náhradě škody a také o vině, trestu a povinnosti k náhradě škody spoluobviněného D. H.",[-13.5625 -14.375  -18.     -13.5625 -15.1875 -16.125  -26.5    -19.    ],00000000,00000000
627,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_29,"Rozsudek soudu prvního stupně napadli odvoláními státní zástupkyně Okresního státního zastupitelství v Českých Budějovicích jakož i obvinění D. Ch. a D. H.; odvolání státní zástupkyně podané v neprospěch obviněného D. Ch. směřovalo proti výrokům o trestech, obviněný D. Ch. je podal v rozsahu odpovídajícím výroku o vině pod bodem 44) a navazujícímu výroku o trestu. Rozsudkem Krajského soudu v Českých Budějovicích ze dne 11. 4. 2008, sp. zn. 23 To 198/2008, byl k odvolání obviněného D. Ch. podle § 259 odst. 2 tr. ř. doplněn výrok rozsudku Okresního soudu v Českých Budějovicích ze dne 19. 11. 2007, č. j. 3 T 64/2007-1421, v jeho části II. takto: „a Okresního soudu Jindřichův Hradec ze dne 22. 1. 2007, č. j. 11 T 113/2006-286, ve spojení s usnesením Krajského soudu v Českých Budějovicích ze dne 30. 4. 2007, č. j. 3 To 268/2007-3318“ (výrok I.). Odvolání obviněného D. H. a státní zástupkyně byla podle § 256 tr. ř. zamítnuta (výrok II.).",[-13.6875 -14.0625 -17.75   -13.625  -15.5625 -16.125  -26.625  -19.375 ],00000000,00000000
628,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_30,"Proti rozsudku odvolacího soudu podal obviněný D. Ch. prostřednictvím svého obhájce v zákonné lhůtě dovolání v rozsahu odpovídajícím výroku o vině pod bodem 44) rozsudku soudu prvního stupně a navazujícímu výroku o trestu a odkázal v něm na důvod dovolání uvedený v ustanovení § 265b odst. 1 písm. g) tr. ř. Namítl, že napadené rozhodnutí spočívá na nesprávném právním posouzení označeného skutku, byl-li jím uznán vinným trestným činem loupeže podle § 234 odst. 1 tr. zák. jako zvlášť nebezpečný recidivista podle § 41 odst. 1 tr. zák.",[-13.6875 -14.25   -17.875  -13.625  -15.4375 -15.9375 -26.625  -19.25  ],00000000,00000000
629,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_31,"Obviněný nezpochybnil naplnění zákonných znaků trestného činu loupeže podle § 234 odst. 1 tr. zák. a ani formálních podmínek ustanovení § 41 odst. 1 tr. zák., podle něj však není naplněna materiální podmínka pro jeho použití spočívající v tom, že okolnost spáchání zvlášť závažného úmyslného trestného činu opětovně po předchozím potrestání pro svou závažnost podstatně zvyšuje stupeň nebezpečnosti činu pro společnost.",[-12.1875 -14.875  -17.375  -14.5    -16.25   -16.375  -26.75   -18.875 ],00000000,00000000
630,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_32,"Obviněný připomněl, že splnění materiální podmínky zvlášť nebezpečné recidivy navazuje na materiální pojetí trestného činu (§ 3 odst. 2, § 88 odst. 1 tr. zák.). Nezpochybnil, že zákon mezi skutečnosti podstatně zvyšující společenskou nebezpečnost ve smyslu § 41 odst. 1 tr. zák. řadí příkladmo dobu, která uplynula od posledního potrestání, avšak s odkazem na judikaturu Nejvyššího soudu (usnesení tohoto soudu sp. zn. 3 Tdo 1027/2003) zdůraznil, že sama tato okolnost nemůže být jediným kritériem při úvahách o zvlášť nebezpečné recidivě. Měl za to, že mezi relevantní skutečnosti odůvodňující nedostatek materiální podmínky zvlášť nebezpečné recidivy patří v projednávaném případě zejména okolnost, že byl před spácháním předmětného trestného činu pravomocně odsouzen a potrestán pouze jedenkrát, a to pro skutky, které spáchal jako mladistvý ve věku 16 let. Nyní posuzovaného činu se dopustil ve zkušební době nedlouho po podmíněném propuštění z výkonu trestního opatření, a to krátce po dovršení osmnácti let, tedy ve věku blízkém věku mladistvých, sám se označil za osobu velmi mladou, bez dostatečných životních zkušeností a rozhledu, který by mu umožnil plně pochopit dosah svého jednání. Stupeň nebezpečnosti jeho činu pro společnost nad rámec jeho typové společenské nebezpečnosti nezvyšují podle něj ani další okolnosti spáchaného trestného činu – použil „jen“ pohrůžky bezprostředního násilí, byť se zbraní, bez jakéhokoliv účinku v podobě zdravotních následků a výše způsobené škody jen nevýznamně přesahuje hranici škody nikoli nepatrné.","[-13.75    -11.5       7.21875 -14.375   -13.      -19.5     -20.375
  -5.6875 ]",00100000,00000000
631,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_33,"Dovolatel navrhl, aby Nejvyšší soud napadený rozsudek Krajského soudu v Českých Budějovicích zrušil ve výroku pod bodem I., aby zrušil i všechna další rozhodnutí na něj obsahově navazující, pokud vzhledem ke změně, k níž došlo zrušením, pozbyla podkladu, a aby tomuto soudu přikázal věc v potřebném rozsahu znovu projednat a rozhodnout.",[-13.4375 -14.375  -18.25   -13.75   -15.375  -16.25   -26.5    -18.875 ],00000000,00000000
632,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_34,"Státní zástupkyně Nejvyššího státního zastupitelství v písemném vyjádření k dovolání obviněného D. Ch. uvedla, že dovolateli je nutno přisvědčit v tom, že se sice dopustil typově vysoce nebezpečného trestného činu, ovšem nižšího stupně jeho konkrétní nebezpečnosti pro společnost, kterou mimo jiné charakterizuje věk pachatele, přičemž obviněný se činu dopustil 4 měsíce po dovršení 18 let. Rovněž nelze podle ní přehlédnout skutečnost, že na pachatele dosud nebylo působeno citelným trestem odnětí svobody, nýbrž jen trestem krátkodobým, navíc v režimu pro mladistvé, takže nelze dospět k závěru, že jde o nepoučitelného delikventa, u něhož se předchozí potrestání minula účinkem. Navíc se spáchaný skutek co do závažnosti výrazněji neodchyluje od typických jednání subsumovatelných pod skutkovou podstatu některého ze zvlášť závažných trestných činů podle § 41 odst. 2 tr. zák. Tyto skutečnosti podle jejího názoru podporují námitku obviněného, že sice spáchal zvlášť závažný úmyslný trestný čin, ale že jeho jednání podstatně nezvyšuje stupeň nebezpečnosti trestného činu pro společnost, a argumentace obviněného je v souladu s aktuální judikaturou Ústavního soudu i Nejvyššího soudu, která ukládá institut zvlášť nebezpečné recidivy pojímat jako mimořádný a jeho podmínky vykládá restriktivně. Uzavřela, že v dané věci okolnosti rozhodné pro posouzení materiální stránky zvlášť závažné recidivy nejsou způsobilé založit dostatečně racionální důvod, proč by pouze opakované trestné jednání mělo být postihováno zvlášť zostřenou trestní sazbou.",[-14.125  -14.      -9.375  -13.625  -16.     -15.6875 -25.75   -11.9375],00000000,00000000
633,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_35,"Navrhla proto, aby Nejvyšší soud zrušil napadený rozsudek Krajského soudu v Českých Budějovicích ve všech jeho výrocích a jemu předcházející rozsudek Okresního soudu v Českých Budějovicích ve vztahu k obviněnému D. Ch. ve výroku o vině pod bodem 44) trestným činem loupeže podle § 234 odst. 1 tr. zák. jako zvlášť nebezpečného recidivisty podle § 41 odst. 1 tr. zák. a v celém výroku o trestu a aby zrušil i všechna další rozhodnutí na zrušená rozhodnutí obsahově navazující, pokud vzhledem ke změně, k níž došlo zrušením, pozbyla podkladu, a aby Okresnímu soudu v Českých Budějovicích přikázal věc v potřebném rozsahu znovu projednat a rozhodnout.",[-13.3125 -14.6875 -18.     -13.875  -15.5625 -16.125  -26.625  -19.    ],00000000,00000000
634,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_36,"Intervenující státní zástupce Nejvyššího státního zastupitelství tento názor nesdílel. Podle jeho přesvědčení soud prvního stupně správně a opodstatněně uznal obviněného pod bodem 44) jeho rozsudku vinným trestným činem loupeže podle § 234 odst. 1 tr. zák., jehož se dopustil jako zvlášť nebezpečný recidivista podle § 41 odst. 1 tr. zák., a odvolací soud nepochybil, pokud jeho odvolání neshledal v tomto rozsahu důvodným. V této souvislosti odkázal především na způsob provedení předcházející i nyní posuzované trestné činnosti, vyznačující se tím, že dokonce neváhal použít nože. Dodal, že došlo-li ve výroku o uložení souhrnného trestu k nevýznamnému formálnímu pochybení, nebylo v dovolání vytýkáno, a proto by nemělo být významné ani pro dovolací soud. Navrhl, aby bylo dovolání obviněného jako nedůvodné podle § 265j tr. ř. zamítnuto.",[-13.375  -14.4375 -17.875  -14.25   -16.     -16.375  -27.125  -19.5   ],00000000,00000000
635,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_37,"Nejvyšší soud jako soud dovolací zjistil, že dovolání je podle § 265a tr. ř. přípustné, že je podala včas oprávněná osoba a že splňuje náležitosti obsahu dovolání ve smyslu § 265f odst. 1 tr. ř.",[-13.0625 -15.375  -17.5    -14.0625 -16.     -15.75   -26.375  -19.    ],00000000,00000000
636,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_38,"Protože nebylo možné dovolání odmítnout podle § 265i odst. 1 tr. ř., dovolací soud přezkoumal podle § 265i odst. 3 tr. ř. zákonnost a odůvodněnost těch výroků rozhodnutí, proti nimž bylo dovolání podáno, v rozsahu a z důvodů uvedených v dovolání, jakož i řízení napadené části rozhodnutí předcházející, a shledal, že dovolání je důvodné.",[-12.875  -15.5625 -17.25   -14.4375 -16.625  -15.9375 -26.875  -19.375 ],00000000,00000000
637,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_39,"Podle § 265b odst. 1 písm. g) tr. ř. lze dovolání podat, jestliže rozhodnutí spočívá na nesprávném právním posouzení skutku nebo jiném nesprávném hmotně právním posouzení.",[-13.4375 -14.875  -18.     -13.625  -15.25   -15.8125 -26.25   -19.    ],00000000,00000000
638,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_40,"Dovolací důvod podle § 265b odst. 1 písm. g) tr. ř. byl uplatněn relevantně, poněvadž obviněný zpochybnil správnost právního posouzení skutku pod bodem 44) výroku o vině rozsudku soudu prvního stupně. Z hlediska napadeného rozhodnutí a obsahu dovolání je významná otázka, zda byla splněna především materiální podmínka aplikace ustanovení § 41 odst. 1 tr. zák., aby bylo možno obviněného považovat za zvlášť nebezpečného recidivistu a skutek právně kvalifikovat jako trestný čin loupeže podle § 234 odst. 1 tr. zák. spáchaný zvlášť nebezpečným recidivistou podle § 41 odst. 1 tr. zák.","[ -6.71875  -7.      -14.4375  -14.0625  -14.3125  -14.625   -25.
 -15.5625 ]",00000000,00000010
639,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_41,"Námitky nesprávného právního posouzení se týkají skutkového stavu spočívajícího v tom, že obviněný D. Ch., přestože byl rozsudkem Okresního soudu v Českých Budějovicích ze dne 27. 4. 2005, sp. zn. 5 T 25/2005, ve spojení s rozsudkem Krajského soudu v Českých Budějovicích ze dne 15. 6. 2005, sp. zn. 3 Tmo 9/2005, který nabyl právní moci téhož dne, odsouzen mimo jiné i pro provinění loupeže podle § 234 odst. 1 tr. zák. k úhrnnému trestnímu opatření nepodmíněného odnětí svobody na dva roky se zařazením do věznice pro mladistvé, z něhož byl usnesením Okresního soudu v Chomutově ze dne 23. 2. 2006, sp. zn. 2 PP 72/2006, podmíněně propuštěn a byla mu stanovena zkušební doba na jeden rok,",[-13.4375 -14.4375 -17.625  -13.9375 -15.875  -16.125  -26.75   -19.375 ],00000000,00000000
640,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_42,"- dne 2. 6. 2006 v době kolem 07.00 hodin v Č. B. v ulici P. v kabině výtahu přiložil ostří nože ke krku L. H. a se slovy: „dej sem peněženku a mobil“ jej přinutil k vydání pánské peněženky hnědé barvy v hodnotě 40,- Kč s finanční hotovostí ve výši 2.000,- Kč, občanským průkazem a řidičským průkazem znějícím na jméno L. H., OTP k vozidlu tov. zn. Ford Tranzit, 2 ks platebních karet VISA Č. s., a. s., na jméno L. H. a mobilního telefonu zn. Nokia 6020 černé barvy v hodnotě 3.250,- Kč, čímž L. H., způsobil škodu ve výši 5.290,- Kč.",[-13.5625 -14.4375 -18.     -13.6875 -15.25   -16.     -26.375  -19.125 ],00000000,00000000
641,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_43,"Trestného činu loupeže podle § 234 odst. 1 tr. zák. se dopustí, kdo proti jinému užije násilí nebo pohrůžky bezprostředního násilí v úmyslu zmocnit se cizí věci.","[-12.1875   -18.75     -20.       -15.1875     4.71875   -9.4375
  -2.828125  -5.4375  ]",00001000,00000000
642,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_44,"Z tzv. právní věty výroku o vině v rozsudku soudu prvního stupně vyplývá, že soud považoval za naplněné ty znaky uvedeného trestného činu, které spočívají v tom, že obviněný proti jinému užil pohrůžky bezprostředního násilí v úmyslu zmocnit se cizí věci.",[-13.5    -14.4375 -18.25   -13.625  -15.125  -16.25   -26.5    -19.    ],00000000,00000000
643,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_45,"Skutková část výroku o vině rozsudku soudu prvního stupně ve spojení s odpovídající částí odůvodnění rozhodnutí soudů obou stupňů obsahuje konkrétní skutková zjištění, která vyjadřují zákonné znaky tohoto trestného činu. Vůči znakům skutkové podstaty trestného činu loupeže podle § 234 odst. 1 tr. zák. ostatně výhrady dovolatele uplatněné v rámci dovolacího důvodu podle § 265b odst. 1 písm. g) tr. ř. nesměřovaly.",[-13.4375 -14.75   -18.125  -13.8125 -15.4375 -16.125  -26.625  -19.    ],00000000,00000000
644,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_46,"Podle § 41 odst. 1 tr. zák. pachatel, který znovu spáchal zvlášť závažný úmyslný trestný čin, ač již byl pro takový nebo jiný zvlášť závažný úmyslný trestný čin potrestán, považuje se za zvlášť nebezpečného recidivistu, jestliže tato okolnost pro svou závažnost, zejména vzhledem k délce doby, která uplynula od posledního odsouzení, podstatně zvyšuje stupeň nebezpečnosti trestného činu pro společnost.",[-13.1875 -14.5    -18.625  -14.5    -15.625  -17.     -27.25   -19.    ],00000000,00000000
645,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_47,"Zvlášť závažnými trestnými činy jsou podle § 41 odst. 2 tr. zák. trestné činy uvedené v § 62 tr. zák. a ty úmyslné trestné činy, na něž tento zákon stanoví trest odnětí svobody s horní hranicí trestní sazby nejméně osm let. Je tak evidentní, že trestný čin loupeže podle § 234 odst. 1 tr. zák. do kategorie těchto trestných činů náleží.",[-13.125  -13.9375 -16.875  -14.6875 -16.625  -16.625  -27.625  -20.    ],00000000,00000000
646,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_48,"Před spácháním posuzovaného trestného činu loupeže podle § 234 odst. 1 tr. zák. byl obviněný odsouzen pro zvlášť závažné úmyslné provinění, uložené trestní opatření nepodmíněného odnětí svobody zčásti vykonal a formální podmínka zvlášť nebezpečné recidivy, kterou ustanovení § 41 odst. 1 tr. zák. spojuje s předchozím potrestáním pro zvlášť závažný úmyslný trestný čin (či provinění), byla splněna.",[ -6.1875  -7.1875 -14.5    -11.5    -10.125  -13.25   -22.5    -12.8125],00000000,00000000
647,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_49,"Primární otázkou tedy bylo, zda opětovné spáchání trestného činu loupeže dne 2. 6. 2006, ač již byl obviněný pro stejný pokračující trestný čin, resp. pokračující provinění spáchané v šesti případech ve dnech 4. 10. 2004 až 22. 11. 2004 potrestán, má být posouzeno jako okolnost, která pro svou závažnost, zejména vzhledem k délce doby, která uplynula od posledního odsouzení, podstatně zvyšuje stupeň nebezpečnosti trestného činu pro společnost, tedy zda je splněna tzv. materiální podmínka zvlášť nebezpečné recidivy.","[ -6.03125  -14.5      -15.125    -10.4375    -7.84375  -10.125
 -16.5       -2.953125]",00000000,00000010
648,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_50,"Soud prvního stupně v daných souvislostech v odůvodnění rozsudku zdůraznil, že od podmíněného propuštění z výkonu trestního opatření odnětí svobody do spáchání nyní posuzovaného činu neuplynula ani doba čtyř měsíců a obviněný se činu dopustil právě ve zkušební době podmíněného propuštění. Dále nelze odhlédnout od skutečnosti, že spáchal stejnorodý zvlášť závažný úmyslný trestný čin, a ani od prakticky stejného způsobu provedení činu – obviněný za použití nože žádal na poškozených vydání finančních či jiných majetkových hodnot. Všechny tyto okolnosti podle soudu prvního stupně opodstatňují naplnění materiálního znaku zvlášť nebezpečné recidivy podle § 41 odst. 1 tr. zák. a aplikaci tohoto ustanovení nebrání ani skutečnost, že pro provinění loupeže byl v prvním případě odsouzen a potrestán jako mladistvý, poněvadž toto odsouzení nebylo zahlazeno a byl nařízen výkon zbytku dosud nevykonaného trestního opatření odnětí svobody. Přestože je obviněný stále ve věku blízkém věku mladistvých, „způsob provedení a stejnorodost zvlášť závažného úmyslného trestného činu“ podle soudu výrazně zvyšují stupeň nebezpečnosti jeho jednání pro společnost (strana 36 rozsudku).",[-13.5625 -14.25   -18.625  -14.25   -15.75   -17.     -27.125  -18.75  ],00000000,00000000
649,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_51,"Odvolací soud označil jeho závěry za správné a sám dodal, že soud prvního stupně důvodně poukázal na to, že zvlášť závažný úmyslný trestný čin loupeže obviněný spáchal krátce po podmíněném propuštění z výkonu trestního opatření odnětí svobody, který mu byl uložen rovněž za provinění loupeže. Nyní posuzovaného činu se dopustil způsobem, který nelze nikterak bagatelizovat, neboť se ho dopustil s použitím nože a na osobě poškozeného, který jakémukoliv násilí obviněného žádného podnětu nedal. Intenzita nyní posuzovaného trestného činu loupeže nemohla proto podle něj zůstat stranou zjišťování soudu prvního stupně. Argumentaci odvolání obviněného spočívající v tom, že činem nebyla způsobena výrazná škoda, že k újmě na zdraví poškozeného nedošlo a že skrze tyto okolnosti nebylo jeho jednání tak vysoce společensky nebezpečné, aby jej bylo nutno označit za zvlášť nebezpečného recidivistu, označil odvolací soud právě s ohledem na osobu obviněného, „který vzdor svému věku se do konfliktu se zákonem dostává stále častěji“, za nepřiléhavou a neakceptovatelnou (strana 23 rozsudku).",[-13.5   -14.375 -18.5   -13.875 -15.375 -16.5   -26.625 -18.625],00000000,00000000
650,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_52,"Se závěry soudů nelze beze zbytku souhlasit a Nejvyšší soud má ve shodě s dovolacími námitkami i vyjádřením státní zástupkyně Nejvyššího státního zastupitelství za to, že soudy nepřihlédly citlivě k osobě obviněného, jeho věku a okolnostem spojeným s jeho předchozím potrestáním pro stejnou trestnou činnost.","[ -6.71875 -14.125   -12.4375  -10.8125  -13.3125  -11.625   -17.625
  -6.71875]",00000000,00000000
651,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_53,"V obecné rovině nelze nepřipomenout, že Ústavní soud opakovaně zdůraznil, že kriminálně politickým smyslem zvlášť nebezpečné recidivy je přísněji postihnout „nepoučitelné“ delikventy, dopouštějící se opakovaně zvlášť závažných trestných činů, tedy pachatele, kteří opakují zvlášť nebezpečné protispolečenské útoky, jejichž zavrženíhodnost jim musí být notoricky zjevná, neboť již v minulosti se jim dostalo trestem náležitého varování. Jedná se o institut mimořádný, při jehož aplikaci je třeba postupovat velmi opatrně a jehož podmínky je třeba vykládat restriktivně.","[-13.25      -14.        -14.25      -22.75      -18.75        6.6875
  14.5        -1.2734375]",00000110,00100010
652,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_54,"Komplexní posuzování materiální podmínky zvlášť nebezpečné recidivy předpokládá zejména posouzení povahy dříve a nyní spáchaných trestných činů loupeže, ve vztahu k nimž byla zvažována recidiva, dále je třeba přihlédnout k počtu, druhu a výši dřívějších odsouzení a uložených trestů, k celkové délce v minulosti vykonaných trestů a délce intervalů mezi jejich výkonem, mezi kritéria, jež musí vzít soud vždy v úvahu, patří také zhodnocení následků trestného činu a konečně důležitým hlediskem je i osobnost obviněného (k tomu srov. též nálezy Ústavního soudu sp. zn. IV. ÚS 396/03, III. ÚS 747/06 aj.). Stávající praxe Nejvyšší soud takový výklad zvlášť nebezpečné recidivy akceptuje.","[-20.625    -8.5625   23.75    -15.1875   -2.25      7.28125 -11.75
  -5.53125]",00100100,00100011
653,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_55,"Ve vztahu k dříve spáchanému pokračujícímu provinění loupeže, jehož potrestání bylo vzato na zřetel při kvalifikaci zvlášť nebezpečné recidivy, bylo ze spisu Okresního soudu v Českých Budějovicích sp. zn. 5 T 25/2005 zjištěno, že rozsudkem tohoto okresního soudu ze dne 27. 4. 2005, č. j. 5 T 25/2005-372, ve spojení s rozsudkem Krajského soudu v Českých Budějovicích jako soudu pro mládež ze dne 15. 6. 2005, č. j. 3 Tmo 9/2005-419, se obviněný D. Ch. jako mladistvý pokračujícího provinění loupeže podle § 234 odst. 1 tr. zák. dopustil v době od 4. 10. 2004 do 22. 11. 2004 celkem v šesti případech, z toho ve čtyřech případech společně s dalším mužem, ve dvou pak sám. Podstata jeho činu spočívala v tom, že v zištném úmyslu opakovaně fyzicky napadl obsluhu barů se záměrem zmocnit se především finančních prostředků a mobilních telefonů či klíčů od zásuvky s penězi, ve dvou případech tak učinil za situace, kdy obsluhu baru nutil k vydání peněz a mobilního telefonu s nožem v ruce. Ani v jednom případě nebyla způsobena poškozeným jakákoliv újma na zdraví a celková škoda činila téměř 132.000,- Kč.",[-13.5    -14.4375 -18.     -13.75   -15.5625 -16.375  -26.625  -19.125 ],00000000,00000000
654,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_56,"Za toto provinění a sbíhající se provinění krádeže podle § 247 odst. 1 písm. a), b) tr. zák. byl mladistvý odsouzen k úhrnnému trestnímu opatření nepodmíněného odnětí svobody na dva roky, pro jehož výkon byl zařazen do věznice pro mladistvé. Z výkonu trestního opatření byl usnesením Okresního soudu v Chomutově jako soudu pro mládež ze dne 23. 2. 2006, č. j. 2 PP 72/2006-12, podmíněně propuštěn a byla mu stanovena zkušební doba na jeden rok. Usnesením téhož soudu ze dne 26. 1. 2007, č. j. 2 PP 72/2006-28, jež nabylo právní moci dne 6. 3. 2007, soud rozhodl, že mladistvý vykoná zbytek z uloženého trestního opatření (tj. 9 měsíců, 7 dnů), z jehož výkonu byl podmíněně propuštěn.","[ -6.71875 -11.8125  -11.5     -10.3125  -14.4375  -13.625   -23.
 -15.9375 ]",00000000,00000000
655,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_57,"Přihlédnout bylo dále třeba k počtu, druhu a výši dřívějších odsouzení a uložených trestů, k tomu, jaká je celková délka v minulosti vykonaných trestů. Z opisu rejstříku trestů, vyžádaných trestních spisů a předložených rozhodnutí soudů se podává, že obviněný v minulosti jiné než již konstatované trestní opatření nevykonával. Jisto ale je, že téměř bezprostředně po podmíněném propuštění z výkonu trestního opatření a v jeho zkušební době obviněný páchal další rozsáhlou trestnou činnost jednak majetkové povahy – trestné činy krádeže podle § 247 tr. zák., poškozování cizí věci podle § 257 tr. zák. aj., pro niž byl v dílčích případech zmiňovaných v rozsudcích soudů obou stupňů postupně odsouzen rozsudkem Okresního soudu v Českých Budějovicích ze dne 6. 11. 2006, č. j. 3 T 138/2006-108, rozsudkem Okresního soudu v Jindřichově Hradci ze dne 22. 1. 2007, č. j. 11 T 113/2006-286, ve spojení s usnesením Krajského soudu v Českých Budějovicích ze dne 30. 4. 2007, č. j. 3 To 268/2007-3318, a rozsudkem Okresního soudu v Táboře ze dne 25. 7. 2007, č. j. 10 T 128/2007-147 (ukládány tzv. společné tresty za splnění podmínek § 37a tr. zák.), a jednak trestný čin řízení motorového vozidla bez řidičského oprávnění podle § 180d tr. zák., jímž byl uznán vinným pravomocným trestním příkazem Okresního soudu v Českých Budějovicích ze dne 27. 7. 2006, č. j. 3 T 118/2006-16, který mu byl doručen dne 29. 9. 2006.","[ -9.1875  -12.4375   -7.59375 -13.5     -13.6875  -15.125   -21.75
 -14.125  ]",00000000,00000000
656,ECLI_CZ_NS_2009_8.TDO.1596.2008.1.xmi_58,"Z rekapitulace předchozích odsouzení je ve vztahu k posuzovanému trestnému činu loupeže zřejmé několik skutečností, které jsou významné pro hodnocení materiálního znaku zvlášť nebezpečné recidivy:",[-13.3125 -14.25   -18.125  -14.3125 -15.6875 -16.875  -27.25   -19.5   ],00000000,00000010
