UID,Gold Labels,Predicted Labels
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_20.CDO.1981.2002.1.xmi_9,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_11,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_15,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_17,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_24,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_25,"[0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_26,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_27,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_28,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_29,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_30,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_31,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_32,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_33,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_34,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_35,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_36,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_37,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_38,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_39,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_40,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_41,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_42,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_43,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_44,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_45,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_46,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_47,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_48,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_21.CDO.850.2002.1.xmi_9,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_11,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_15,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_17,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_24,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_25,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_26,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_33.ODO.9.2003.1.xmi_9,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_11,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_15,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_17,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_24,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_25,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_26,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_27,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_28,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_29,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_30,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_31,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_32,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_33,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_34,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2003_4.TZ.13.2003.1.xmi_9,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_11,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_15,"[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_17,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_3,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_4,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_5,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_6,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_7,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_8,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2006_33.ODO.1377.2004.1.xmi_9,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_1,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_10,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_11,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_12,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_13,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_14,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_15,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_16,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_17,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_18,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_19,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_2,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_20,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_21,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_22,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_24,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
